# angles,y_0,y_1,y_2,y_3,y_4,y_5,y_6,y_7,y_8,y_9,y_10,y_11,y_12,y_13,y_14,y_15,y_16,y_17,y_18,y_19,y_20,y_21,y_22,y_23,y_24,y_25,y_26,y_27,y_28,y_29,y_30,y_31,y_32,y_33,y_34,y_35,y_36,y_37,y_38,y_39,y_40,y_41,y_42,y_43,y_44,y_45,y_46,y_47,y_48,y_49,y_50,y_51,y_52,y_53,y_54,y_55,y_56,y_57,y_58,y_59,y_60,y_61,y_62,y_63,y_64,y_65,y_66,y_67,y_68,y_69,y_70,y_71,y_72,y_73,y_74,y_75,y_76,y_77,y_78,y_79,y_80,y_81,y_82,y_83,y_84,y_85,y_86,y_87,y_88,y_89
0.000000000000000000e+00,8.888888888888888395e-01
2.000000000000000000e+00,1.000000000000000000e+00
4.000000000000000000e+00,9.259259259259258190e-01
6.000000000000000000e+00,9.629629629629629095e-01
8.000000000000000000e+00,9.259259259259258190e-01
1.000000000000000000e+01,9.259259259259258190e-01
1.200000000000000000e+01,8.888888888888888395e-01
1.400000000000000000e+01,8.888888888888888395e-01
1.600000000000000000e+01,8.518518518518518601e-01
1.800000000000000000e+01,8.888888888888888395e-01
2.000000000000000000e+01,8.148148148148147696e-01
2.200000000000000000e+01,7.777777777777776791e-01
2.400000000000000000e+01,8.148148148148147696e-01
2.600000000000000000e+01,7.777777777777776791e-01
2.800000000000000000e+01,6.296296296296296502e-01
3.000000000000000000e+01,7.777777777777776791e-01
3.200000000000000000e+01,6.296296296296296502e-01
3.400000000000000000e+01,6.296296296296296502e-01
3.600000000000000000e+01,5.925925925925925597e-01
3.800000000000000000e+01,4.814814814814814548e-01
4.000000000000000000e+01,5.555555555555554692e-01
4.200000000000000000e+01,4.814814814814814548e-01
4.400000000000000000e+01,4.814814814814814548e-01
4.600000000000000000e+01,4.074074074074073848e-01
4.800000000000000000e+01,3.703703703703703498e-01
5.000000000000000000e+01,3.333333333333333148e-01
5.200000000000000000e+01,2.592592592592592449e-01
5.400000000000000000e+01,3.333333333333333148e-01
5.600000000000000000e+01,2.592592592592592449e-01
5.800000000000000000e+01,2.222222222222222099e-01
6.000000000000000000e+01,2.222222222222222099e-01
6.200000000000000000e+01,1.481481481481481399e-01
6.400000000000000000e+01,1.481481481481481399e-01
6.600000000000000000e+01,1.851851851851851749e-01
6.800000000000000000e+01,1.111111111111111049e-01
7.000000000000000000e+01,1.111111111111111049e-01
7.200000000000000000e+01,1.111111111111111049e-01
7.400000000000000000e+01,0.000000000000000000e+00
7.600000000000000000e+01,1.111111111111111049e-01
7.800000000000000000e+01,0.000000000000000000e+00
8.000000000000000000e+01,3.703703703703703498e-02
8.200000000000000000e+01,0.000000000000000000e+00
8.400000000000000000e+01,7.407407407407406996e-02
8.600000000000000000e+01,0.000000000000000000e+00
8.800000000000000000e+01,0.000000000000000000e+00
9.000000000000000000e+01,7.407407407407406996e-02
9.200000000000000000e+01,0.000000000000000000e+00
9.400000000000000000e+01,3.703703703703703498e-02
9.600000000000000000e+01,7.407407407407406996e-02
9.800000000000000000e+01,0.000000000000000000e+00
1.000000000000000000e+02,7.407407407407406996e-02
1.020000000000000000e+02,1.111111111111111049e-01
1.040000000000000000e+02,7.407407407407406996e-02
1.060000000000000000e+02,7.407407407407406996e-02
1.080000000000000000e+02,1.851851851851851749e-01
1.100000000000000000e+02,1.111111111111111049e-01
1.120000000000000000e+02,2.222222222222222099e-01
1.140000000000000000e+02,1.111111111111111049e-01
1.160000000000000000e+02,2.962962962962962798e-01
1.180000000000000000e+02,2.222222222222222099e-01
1.200000000000000000e+02,2.962962962962962798e-01
1.220000000000000000e+02,2.962962962962962798e-01
1.240000000000000000e+02,3.333333333333333148e-01
1.260000000000000000e+02,3.703703703703703498e-01
1.280000000000000000e+02,4.074074074074073848e-01
1.300000000000000000e+02,3.703703703703703498e-01
1.320000000000000000e+02,4.814814814814814548e-01
1.340000000000000000e+02,4.814814814814814548e-01
1.360000000000000000e+02,5.185185185185184897e-01
1.380000000000000000e+02,5.925925925925925597e-01
1.400000000000000000e+02,5.925925925925925597e-01
1.420000000000000000e+02,6.296296296296296502e-01
1.440000000000000000e+02,7.407407407407406996e-01
1.460000000000000000e+02,6.296296296296296502e-01
1.480000000000000000e+02,7.777777777777776791e-01
1.500000000000000000e+02,7.037037037037037202e-01
1.520000000000000000e+02,8.148148148148147696e-01
1.540000000000000000e+02,7.407407407407406996e-01
1.560000000000000000e+02,8.888888888888888395e-01
1.580000000000000000e+02,8.148148148148147696e-01
1.600000000000000000e+02,8.888888888888888395e-01
1.620000000000000000e+02,9.259259259259258190e-01
1.640000000000000000e+02,8.518518518518518601e-01
1.660000000000000000e+02,8.888888888888888395e-01
1.680000000000000000e+02,9.259259259259258190e-01
1.700000000000000000e+02,8.888888888888888395e-01
1.720000000000000000e+02,8.888888888888888395e-01
1.740000000000000000e+02,1.000000000000000000e+00
1.760000000000000000e+02,9.259259259259258190e-01
1.780000000000000000e+02,8.888888888888888395e-01
